,date,spsy,open,high,low,volume,spsy_cr
284,2023-02-13,612.8699951171875,606.1799926757812,612.9099731445312,605.4600219726562,191475600,1.10%
285,2023-02-14,609.5800170898438,612.8699951171875,615.7899780273438,606.1500244140625,213260600,-0.54%
286,2023-02-15,610.530029296875,609.5800170898438,610.6300048828125,604.6400146484375,167779100,0.16%
287,2023-02-16,604.0,610.530029296875,610.530029296875,603.3599853515625,175654400,-1.07%
288,2023-02-17,604.280029296875,604.0,605.0599975585938,599.510009765625,213667900,0.05%
289,2023-02-21,592.1199951171875,604.280029296875,604.280029296875,589.280029296875,237946800,-2.01%
290,2023-02-22,590.9299926757812,592.1199951171875,594.030029296875,588.1799926757812,224320800,-0.20%
291,2023-02-23,591.760009765625,590.9299926757812,596.1699829101562,586.3200073242188,202981300,0.14%
292,2023-02-24,592.3800048828125,591.760009765625,593.9500122070312,585.760009765625,209797700,0.10%
293,2023-02-27,592.030029296875,592.3800048828125,598.5499877929688,590.9199829101562,206112300,-0.06%
294,2023-02-28,593.02001953125,592.030029296875,596.02001953125,591.47998046875,280400700,0.17%
295,2023-03-01,590.77001953125,593.02001953125,593.5800170898438,588.780029296875,222908600,-0.38%
296,2023-03-02,587.6500244140625,590.77001953125,590.77001953125,581.0800170898438,266822000,-0.53%
297,2023-03-03,597.0499877929688,587.6500244140625,597.1500244140625,587.6500244140625,228718900,1.60%
298,2023-03-06,597.3599853515625,597.0499877929688,601.1699829101562,595.8599853515625,231527400,0.05%
299,2023-03-07,582.2000122070312,597.3599853515625,597.3599853515625,580.760009765625,303566800,-2.54%
300,2023-03-08,579.8400268554688,582.2000122070312,584.4199829101562,577.0399780273438,247331600,-0.41%
301,2023-03-09,556.0399780273438,579.8400268554688,579.8400268554688,553.469970703125,528012300,-4.10%
302,2023-03-10,546.280029296875,556.0399780273438,559.22998046875,540.1300048828125,843093700,-1.76%
303,2023-03-13,525.6300048828125,543.1099853515625,543.1099853515625,520.469970703125,1335046300,-3.78%
304,2023-03-14,535.5599975585938,525.6300048828125,544.72998046875,525.6300048828125,1007535800,1.89%
305,2023-03-15,520.3300170898438,535.5599975585938,535.5599975585938,513.22998046875,923954000,-2.84%
306,2023-03-16,530.4500122070312,519.969970703125,535.6599731445312,512.22998046875,942679500,1.94%
307,2023-03-17,513.02001953125,530.4500122070312,530.4500122070312,512.0700073242188,1143444500,-3.29%
308,2023-03-20,519.1500244140625,513.280029296875,523.260009765625,513.280029296875,793182900,1.19%
309,2023-03-21,532.3300170898438,519.1500244140625,533.3699951171875,519.1500244140625,787309200,2.54%
310,2023-03-22,519.7000122070312,532.3300170898438,533.5499877929688,519.6400146484375,609518100,-2.37%
311,2023-03-23,516.280029296875,519.7000122070312,526.0700073242188,512.8699951171875,663366000,-0.66%
312,2023-03-24,515.969970703125,516.280029296875,516.3400268554688,506.1000061035156,586878500,-0.06%
313,2023-03-27,523.2000122070312,515.969970703125,525.8800048828125,515.969970703125,611617200,1.40%
314,2023-03-28,522.9000244140625,523.2000122070312,524.8300170898438,519.9099731445312,384527700,-0.06%
315,2023-03-29,530.739990234375,522.9000244140625,530.8099975585938,522.9000244140625,423153400,1.50%
316,2023-03-30,529.1900024414062,530.739990234375,534.5399780273438,526.3699951171875,414468500,-0.29%
317,2023-03-31,535.280029296875,529.1900024414062,535.3699951171875,529.1900024414062,436516000,1.15%
318,2023-04-03,536.3599853515625,535.280029296875,538.280029296875,533.1300048828125,388520600,0.20%
319,2023-04-04,530.9299926757812,536.3599853515625,538.0,527.6099853515625,405754400,-1.01%
320,2023-04-05,530.1799926757812,530.9299926757812,531.3200073242188,526.8400268554688,385367900,-0.14%
321,2023-04-06,531.8099975585938,530.1799926757812,532.8400268554688,528.489990234375,335175500,0.31%
322,2023-04-10,533.25,531.8099975585938,533.3200073242188,529.030029296875,323762200,0.27%
323,2023-04-11,537.780029296875,533.25,539.989990234375,533.25,332275600,0.85%
324,2023-04-12,536.6900024414062,537.780029296875,543.2899780273438,535.4199829101562,325149800,-0.20%
325,2023-04-13,541.2999877929688,536.6900024414062,541.7100219726562,533.5999755859375,353684600,0.86%
326,2023-04-14,547.010009765625,541.2999877929688,551.1599731445312,541.2999877929688,494586700,1.05%
327,2023-04-17,553.1799926757812,547.010009765625,553.25,544.030029296875,528021000,1.13%
328,2023-04-18,554.9099731445312,553.1799926757812,555.8499755859375,550.1900024414062,492623500,0.31%
329,2023-04-19,556.3300170898438,554.9099731445312,557.5800170898438,553.1300048828125,473440500,0.26%
330,2023-04-20,554.5599975585938,556.3300170898438,556.3300170898438,552.6400146484375,398966100,-0.32%
331,2023-04-21,552.3699951171875,554.5599975585938,554.5599975585938,549.4199829101562,409825200,-0.39%
332,2023-04-24,551.260009765625,552.3699951171875,553.72998046875,549.760009765625,369345800,-0.20%
333,2023-04-25,541.5499877929688,551.260009765625,551.260009765625,541.4099731445312,568755400,-1.76%
334,2023-04-26,536.3699951171875,541.5499877929688,543.1400146484375,534.260009765625,549689800,-0.96%
335,2023-04-27,544.9500122070312,536.3699951171875,546.0,536.3699951171875,406537800,1.60%
336,2023-04-28,551.4199829101562,544.9500122070312,551.7000122070312,541.219970703125,526381300,1.19%
337,2023-05-01,549.9400024414062,551.4199829101562,555.6699829101562,549.3400268554688,375666900,-0.27%
338,2023-05-02,537.2999877929688,549.9400024414062,549.9400024414062,532.4299926757812,512655400,-2.30%
339,2023-05-03,530.9199829101562,537.2999877929688,540.530029296875,530.7100219726562,633253700,-1.19%
340,2023-05-04,524.0499877929688,530.9199829101562,530.9199829101562,519.5700073242188,673953100,-1.29%
341,2023-05-05,536.8300170898438,524.0499877929688,537.9099731445312,524.0499877929688,433929100,2.44%
342,2023-05-08,537.9600219726562,536.8400268554688,541.8800048828125,536.8400268554688,325524100,0.21%
343,2023-05-09,535.969970703125,537.9600219726562,537.9600219726562,533.0,332225100,-0.37%
344,2023-05-10,532.8699951171875,535.97998046875,540.22998046875,528.27001953125,355613000,-0.58%
345,2023-05-11,531.7899780273438,532.8699951171875,532.8699951171875,527.3900146484375,337404600,-0.20%
346,2023-05-12,529.5999755859375,531.7999877929688,534.489990234375,526.260009765625,341104700,-0.41%
347,2023-05-15,533.9299926757812,529.5999755859375,534.8900146484375,529.5999755859375,317596500,0.82%
348,2023-05-16,528.760009765625,533.9299926757812,534.3400268554688,528.6900024414062,298213900,-0.97%
349,2023-05-17,539.8200073242188,528.760009765625,541.0399780273438,528.760009765625,407851800,2.09%
350,2023-05-18,543.5999755859375,539.8200073242188,544.1199951171875,536.72998046875,360306900,0.70%
351,2023-05-19,541.1599731445312,543.5999755859375,546.530029296875,538.969970703125,362659100,-0.45%
352,2023-05-22,542.3800048828125,541.1599731445312,544.0900268554688,539.030029296875,298802800,0.23%
353,2023-05-23,535.760009765625,542.3800048828125,542.6599731445312,535.6799926757812,356465800,-1.22%
354,2023-05-24,528.739990234375,535.760009765625,535.760009765625,527.7999877929688,302062800,-1.31%
355,2023-05-25,528.9099731445312,528.739990234375,530.3599853515625,525.6300048828125,335637800,0.03%
356,2023-05-26,532.8200073242188,528.9099731445312,534.2899780273438,528.9099731445312,296106700,0.74%
357,2023-05-30,532.8099975585938,532.8200073242188,534.9500122070312,529.3499755859375,308155018,-0.00%
