,date,ixis,open,high,low,volume,ixis_cr
296,2023-03-02,12352.1201171875,12332.009765625,12356.6904296875,12143.4501953125,13600,-0.66%
297,2023-03-03,12487.259765625,12360.2900390625,12493.3798828125,12304.2099609375,12700,1.09%
298,2023-03-06,12433.4599609375,12496.5703125,12525.3095703125,12396.26953125,13900,-0.43%
299,2023-03-07,12273.2900390625,12406.01953125,12440.7900390625,12229.5595703125,11100,-1.29%
300,2023-03-08,12201.080078125,12293.5302734375,12324.6298828125,12127.849609375,11100,-0.59%
301,2023-03-09,11849.5595703125,12205.2001953125,12207.1796875,11831.7802734375,12100,-2.88%
302,2023-03-10,11585.009765625,11745.9296875,11814.419921875,11558.900390625,14800,-2.23%
303,2023-03-13,11205.41015625,11320.9501953125,11397.16015625,11144.580078125,20900,-3.28%
304,2023-03-14,11446.2900390625,11494.41015625,11538.5595703125,11356.6396484375,17900,2.15%
305,2023-03-15,11006.419921875,11064.08984375,11138.7900390625,10870.5,19700,-3.84%
306,2023-03-16,11394.6796875,10931.51953125,11428.5498046875,10899.4697265625,17800,3.53%
307,2023-03-17,10981.23046875,11315.0400390625,11315.919921875,10948.3701171875,41000,-3.63%
308,2023-03-20,11318.0595703125,11071.849609375,11339.6796875,11071.849609375,14600,3.07%
309,2023-03-21,11509.580078125,11552.0595703125,11583.419921875,11469.5498046875,13900,1.69%
310,2023-03-22,11215.7802734375,11483.8798828125,11512.8203125,11214.6904296875,9800,-2.55%
311,2023-03-23,11074.0498046875,11169.509765625,11271.26953125,11015.4296875,15200,-1.26%
312,2023-03-24,11134.740234375,10931.76953125,11134.740234375,10892.7998046875,13300,0.55%
313,2023-03-27,11235.650390625,11253.330078125,11307.240234375,11174.509765625,10700,0.91%
314,2023-03-28,11265.76953125,11198.259765625,11276.48046875,11169.8095703125,8700,0.27%
315,2023-03-29,11404.2998046875,11378.16015625,11407.080078125,11338.900390625,9300,1.23%
316,2023-03-30,11407.7001953125,11473.01953125,11489.0595703125,11344.41015625,9000,0.03%
317,2023-03-31,11532.6201171875,11471.8095703125,11538.98046875,11430.259765625,13700,1.10%
318,2023-04-03,11554.2099609375,11532.990234375,11609.1796875,11504.0302734375,11100,0.19%
319,2023-04-04,11434.849609375,11573.740234375,11581.669921875,11310.41015625,10600,-1.03%
320,2023-04-05,11497.650390625,11359.7197265625,11500.2001953125,11349.7998046875,10400,0.55%
321,2023-04-06,11563.650390625,11511.9697265625,11581.08984375,11499.8095703125,8800,0.57%
322,2023-04-10,11579.75,11536.4404296875,11586.009765625,11501.009765625,8200,0.14%
323,2023-04-11,11662.48046875,11613.650390625,11711.51953125,11585.51953125,8200,0.71%
324,2023-04-12,11672.5703125,11692.48046875,11771.8203125,11661.83984375,9100,0.09%
325,2023-04-13,11686.400390625,11657.98046875,11702.76953125,11596.8798828125,8800,0.12%
326,2023-04-14,11584.7900390625,11737.51953125,11755.9296875,11521.51953125,8300,-0.87%
327,2023-04-17,11669.5595703125,11576.330078125,11669.7900390625,11528.8701171875,10100,0.73%
328,2023-04-18,11728.0,11709.7900390625,11744.900390625,11683.990234375,16300,0.50%
329,2023-04-19,11746.7900390625,11711.8798828125,11757.1396484375,11697.4501953125,12200,0.16%
330,2023-04-20,11717.330078125,11714.01953125,11751.080078125,11654.8203125,30900,-0.25%
331,2023-04-21,11627.4404296875,11683.75,11683.75,11514.6201171875,14700,-0.77%
332,2023-04-24,11632.6298828125,11656.7001953125,11708.849609375,11601.669921875,9300,0.04%
333,2023-04-25,11487.6904296875,11551.990234375,11602.4501953125,11481.3896484375,11100,-1.25%
334,2023-04-26,11377.73046875,11417.8095703125,11519.1103515625,11340.41015625,13100,-0.96%
335,2023-04-27,11457.2001953125,11402.490234375,11458.75,11295.400390625,13500,0.70%
336,2023-04-28,11608.1396484375,11366.099609375,11615.080078125,11317.4296875,15900,1.32%
337,2023-05-01,11686.6396484375,11565.1298828125,11772.73046875,11558.01953125,14300,0.68%
338,2023-05-02,11485.5302734375,11602.3603515625,11617.7998046875,11354.2998046875,79600,-1.72%
339,2023-05-03,11477.0703125,11534.5302734375,11591.5595703125,11474.23046875,15400,-0.07%
340,2023-05-04,11328.080078125,11397.8701171875,11408.8203125,11208.580078125,15200,-1.30%
341,2023-05-05,11541.98046875,11391.73046875,11573.08984375,11369.759765625,18500,1.89%
342,2023-05-08,11626.4296875,11598.3701171875,11632.4599609375,11562.759765625,14000,0.73%
343,2023-05-09,11572.4599609375,11563.1904296875,11627.900390625,11538.5302734375,11400,-0.46%
344,2023-05-10,11571.1796875,11615.0595703125,11632.8896484375,11491.7802734375,13300,-0.01%
345,2023-05-11,11528.5400390625,11499.330078125,11532.7099609375,11447.4501953125,11200,-0.37%
346,2023-05-12,11477.5302734375,11593.9697265625,11609.26953125,11425.0302734375,10900,-0.44%
347,2023-05-15,11448.9296875,11507.9296875,11509.400390625,11394.830078125,10500,-0.25%
348,2023-05-16,11335.2900390625,11432.1298828125,11437.1298828125,11334.83984375,10600,-0.99%
349,2023-05-17,11422.83984375,11426.419921875,11493.919921875,11384.669921875,11600,0.77%
350,2023-05-18,11585.83984375,11397.01953125,11595.0595703125,11376.8603515625,10300,1.43%
351,2023-05-19,11594.830078125,11663.5595703125,11721.76953125,11561.8701171875,10600,0.08%
352,2023-05-22,11548.4501953125,11610.7001953125,11625.169921875,11438.580078125,11000,-0.40%
353,2023-05-23,11347.0,11524.1904296875,11551.9404296875,11338.7197265625,12700,-1.74%
354,2023-05-24,11154.9501953125,11286.1298828125,11286.1298828125,11153.8701171875,7900,-1.69%
355,2023-05-25,11101.009765625,11113.7001953125,11153.7900390625,11027.5595703125,9000,-0.48%
356,2023-05-26,11089.7998046875,11099.169921875,11161.26953125,11074.8896484375,7500,-0.10%
357,2023-05-30,11115.0,11094.2001953125,11151.759765625,11051.3095703125,10100,0.23%
358,2023-05-31,10885.1396484375,11076.75,11096.23046875,10876.0498046875,17000,-2.07%
359,2023-06-01,10977.009765625,10888.6796875,10980.1904296875,10828.7197265625,10800,0.84%
360,2023-06-02,11277.1904296875,11089.169921875,11283.8701171875,11067.1103515625,11700,2.73%
361,2023-06-05,11196.8203125,11262.41015625,11264.5595703125,11160.75,8700,-0.71%
362,2023-06-06,11307.7197265625,11212.240234375,11325.3203125,11207.16015625,10000,0.99%
363,2023-06-07,11431.58984375,11320.7998046875,11469.150390625,11278.6396484375,11000,1.10%
364,2023-06-08,11410.3798828125,11387.75,11430.9501953125,11347.6396484375,11400,-0.19%
365,2023-06-09,11426.6396484375,11403.9501953125,11493.2998046875,11370.669921875,0,0.14%
366,2023-06-12,11414.76953125,11387.169921875,11456.48046875,11348.6396484375,10800,-0.10%
367,2023-06-13,11473.51953125,11428.3798828125,11587.16015625,11421.6796875,11300,0.51%
368,2023-06-14,11375.1396484375,11493.3896484375,11531.419921875,11349.2099609375,10500,-0.86%
369,2023-06-15,11490.1103515625,11340.2001953125,11496.1904296875,11340.080078125,9800,1.01%
370,2023-06-16,11559.349609375,11596.16015625,11596.16015625,11520.669921875,21700,0.60%
371,2023-06-20,11424.1201171875,11511.08984375,11526.900390625,11374.01953125,10100,-1.17%
372,2023-06-21,11430.740234375,11400.75,11473.8095703125,11377.58984375,14300,0.06%
373,2023-06-22,11446.509765625,11459.83984375,11464.759765625,11346.849609375,21000,0.14%
374,2023-06-23,11358.240234375,11393.259765625,11446.0595703125,11348.740234375,36200,-0.77%
375,2023-06-26,11338.8896484375,11366.169921875,11447.8095703125,11303.7802734375,10100,-0.17%
376,2023-06-27,11401.0,11388.3203125,11466.759765625,11375.7197265625,9800,0.55%
377,2023-06-28,11354.900390625,11390.009765625,11391.6904296875,11306.76953125,9400,-0.40%
378,2023-06-29,11491.7998046875,11380.240234375,11496.400390625,11374.6796875,8700,1.21%
379,2023-06-30,11600.509765625,11563.6396484375,11678.3095703125,11555.2900390625,13200,0.95%
380,2023-07-03,11586.9404296875,11555.66015625,11614.169921875,11473.900390625,5600,-0.12%
381,2023-07-05,11472.8798828125,11498.259765625,11500.5,11388.16015625,8900,-0.98%
382,2023-07-06,11440.0498046875,11399.4599609375,11451.150390625,11345.669921875,9800,-0.29%
383,2023-07-07,11545.6904296875,11425.7099609375,11646.080078125,11425.7099609375,12600,0.92%
384,2023-07-10,11547.669921875,11531.66015625,11668.5302734375,11529.3896484375,9200,0.02%
385,2023-07-11,11705.1796875,11579.6796875,11716.6904296875,11579.6796875,8900,1.36%
386,2023-07-12,11676.0498046875,11797.0302734375,11803.23046875,11662.259765625,10700,-0.25%
387,2023-07-13,11741.01953125,11645.8701171875,11750.5595703125,11635.7099609375,10100,0.56%
388,2023-07-14,11693.1396484375,11750.6904296875,11753.1298828125,11661.6396484375,8800,-0.41%
389,2023-07-17,11888.9599609375,11695.3798828125,11956.7998046875,11695.3798828125,9900,1.67%
390,2023-07-18,11954.98046875,11860.7001953125,11972.6298828125,11860.7001953125,9300,0.56%
391,2023-07-19,11977.830078125,11913.5595703125,11999.1796875,11912.7001953125,11400,0.19%
392,2023-07-20,12177.41015625,12037.8095703125,12180.0498046875,12035.48046875,10600,1.67%
393,2023-07-21,12221.5595703125,12235.3203125,12241.66015625,12156.8701171875,16100,0.36%
394,2023-07-24,12190.169921875,12209.3701171875,12254.8701171875,12161.4697265625,8400,-0.26%
395,2023-07-25,12160.8896484375,12155.6201171875,12204.259765625,12146.5498046875,9500,-0.24%
396,2023-07-26,12283.3203125,12165.650390625,12314.4599609375,12165.650390625,9900,1.01%
397,2023-07-27,11946.990234375,12233.1201171875,12281.91015625,11944.240234375,12000,-2.74%
398,2023-07-28,11906.169921875,12020.2900390625,12039.7001953125,11885.5,13500,-0.34%
399,2023-07-31,11922.7802734375,11921.169921875,11976.6904296875,11879.8798828125,12400,0.14%
400,2023-08-01,11898.98046875,11907.76953125,11939.16015625,11835.7802734375,9600,-0.20%
401,2023-08-02,12070.1201171875,11948.0595703125,12128.58984375,11948.0595703125,0,1.44%
402,2023-08-03,12134.91015625,11991.4404296875,12195.650390625,11991.2099609375,10800,0.54%
403,2023-08-04,12142.5703125,12147.41015625,12252.0400390625,12131.0703125,0,0.06%
404,2023-08-07,12251.2998046875,12229.23046875,12290.900390625,12222.33984375,12800,0.90%
405,2023-08-08,12049.4296875,12098.419921875,12120.58984375,12042.66015625,9800,-1.65%
406,2023-08-09,12062.080078125,12023.5400390625,12125.349609375,11994.2197265625,11700,0.10%
407,2023-08-10,11990.2900390625,12114.5498046875,12165.25,11966.240234375,11600,-0.60%
408,2023-08-11,12052.5400390625,11948.6796875,12063.58984375,11941.490234375,8800,0.52%
409,2023-08-14,12016.259765625,12052.16015625,12053.919921875,11987.900390625,9400,-0.30%
410,2023-08-15,11870.759765625,11929.4404296875,11950.9296875,11861.2900390625,9800,-1.21%
411,2023-08-16,11897.830078125,11861.099609375,11969.669921875,11860.4697265625,8000,0.23%
412,2023-08-17,11741.740234375,11966.91015625,11966.91015625,11741.740234375,9700,-1.31%
413,2023-08-18,11762.349609375,11671.3203125,11820.849609375,11669.1796875,10200,0.18%
414,2023-08-21,11734.919921875,11788.1201171875,11796.5,11653.9404296875,19200,-0.23%
415,2023-08-22,11646.25,11731.3701171875,11759.1904296875,11629.150390625,9100,-0.76%
416,2023-08-23,11772.3603515625,11654.83984375,11780.599609375,11654.58984375,8000,1.08%
417,2023-08-24,11794.650390625,11731.419921875,11868.240234375,11731.259765625,12200,0.19%
418,2023-08-25,11787.669921875,11811.8798828125,11836.419921875,11734.990234375,6600,-0.06%
419,2023-08-28,11785.51953125,11790.08984375,11881.9296875,11757.740234375,7400,-0.02%
420,2023-08-29,11921.6396484375,11815.259765625,11923.8095703125,11795.9697265625,10700,1.15%
421,2023-08-30,12021.5,11937.650390625,12047.8203125,11937.490234375,8900,0.84%
422,2023-08-31,11965.5302734375,12028.9296875,12052.8701171875,11965.5302734375,14000,-0.47%
423,2023-09-01,12062.6796875,12035.01953125,12111.580078125,12020.7099609375,9300,0.81%
424,2023-09-05,11845.830078125,12027.099609375,12027.8701171875,11845.1396484375,8900,-1.80%
425,2023-09-06,11833.259765625,11817.25,11892.0302734375,11801.75,6500,-0.11%
426,2023-09-07,11846.1904296875,11836.7197265625,11876.0595703125,11800.0703125,9900,0.11%
427,2023-09-08,11836.7099609375,11841.3798828125,11867.8701171875,11774.1396484375,7700,-0.08%
428,2023-09-11,11934.25,11873.650390625,11954.2802734375,11873.490234375,8100,0.82%
429,2023-09-12,12026.7197265625,11950.0703125,12087.8095703125,11943.58984375,7600,0.77%
430,2023-09-13,11977.330078125,12057.990234375,12059.1201171875,11929.7001953125,8600,-0.41%
431,2023-09-14,12121.5,12053.3798828125,12127.7099609375,12043.759765625,9400,1.20%
432,2023-09-15,12084.4697265625,12117.900390625,12117.900390625,12049.6103515625,24600,-0.31%
433,2023-09-18,12201.3896484375,12106.580078125,12221.2197265625,12056.2001953125,8700,0.97%
434,2023-09-19,12318.25,12209.0302734375,12338.01953125,12208.9697265625,8000,0.96%
435,2023-09-20,12326.0498046875,12349.4599609375,12422.6796875,12321.919921875,14200,0.06%
436,2023-09-21,12148.7099609375,12269.9404296875,12282.1298828125,12146.9501953125,0,-1.44%
437,2023-09-22,12155.7802734375,12135.599609375,12216.6103515625,12134.9296875,0,0.06%
438,2023-09-25,12224.919921875,12112.330078125,12230.2802734375,12103.5,10400,0.57%
439,2023-09-26,12114.1904296875,12167.58984375,12234.7001953125,12110.3798828125,9700,-0.91%
440,2023-09-27,12087.1298828125,12129.7001953125,12138.0595703125,12036.150390625,8900,-0.22%
441,2023-09-28,12102.6201171875,12098.1103515625,12170.599609375,12093.3095703125,11400,0.13%
442,2023-09-29,11932.759765625,12133.98046875,12141.3603515625,11911.0,13700,-1.40%
443,2023-10-02,11798.009765625,11911.25,11921.099609375,11746.9296875,12500,-1.13%
444,2023-10-03,11657.6103515625,11767.580078125,11780.5400390625,11612.3896484375,11300,-1.19%
445,2023-10-04,11844.900390625,11671.58984375,11855.7001953125,11647.0400390625,10300,1.61%
446,2023-10-05,11923.5302734375,11841.4404296875,11947.25,11833.1201171875,10500,0.66%
447,2023-10-06,11941.6298828125,11891.490234375,11993.7802734375,11868.919921875,9800,0.15%
448,2023-10-09,12016.73046875,11900.1103515625,12029.9404296875,11898.6796875,8000,0.63%
449,2023-10-10,11973.330078125,12048.580078125,12058.169921875,11963.6201171875,10000,-0.36%
450,2023-10-11,12071.76953125,12008.990234375,12075.4501953125,11968.740234375,7200,0.82%
451,2023-10-12,11992.2900390625,12089.6298828125,12089.6298828125,11911.169921875,8800,-0.66%
452,2023-10-13,12062.4599609375,12073.849609375,12123.91015625,12014.26953125,8500,0.59%
453,2023-10-16,12256.8603515625,12130.01953125,12299.4697265625,12129.990234375,9100,1.61%
454,2023-10-17,12379.1796875,12221.0703125,12437.849609375,12221.0703125,10000,1.00%
455,2023-10-18,12179.1396484375,12346.25,12362.7802734375,12175.650390625,8300,-1.62%
456,2023-10-19,11987.23046875,12162.6396484375,12202.6796875,11976.4697265625,8800,-1.58%
457,2023-10-20,11795.7099609375,11998.009765625,12009.1103515625,11792.1396484375,13100,-1.60%
458,2023-10-23,11693.990234375,11769.8603515625,11786.330078125,11686.169921875,7600,-0.86%
459,2023-10-24,11797.9296875,11759.5703125,11846.83984375,11735.7900390625,8500,0.89%
460,2023-10-25,11775.849609375,11776.4599609375,11927.099609375,11766.080078125,10800,-0.19%
461,2023-10-26,11997.0302734375,11930.3603515625,12097.5703125,11925.599609375,11100,1.88%
462,2023-10-27,11786.9599609375,12052.9404296875,12069.6796875,11737.740234375,11100,-1.75%
463,2023-10-30,11956.8603515625,11861.0302734375,11985.26953125,11853.2900390625,10800,1.44%
464,2023-10-31,12101.490234375,12039.330078125,12131.9501953125,12025.3603515625,11400,1.21%
465,2023-11-01,12255.6201171875,12149.1796875,12270.2998046875,12104.3095703125,14000,1.27%
466,2023-11-02,12236.9599609375,12310.73046875,12375.6904296875,12141.7001953125,17300,-0.15%
467,2023-11-03,12322.169921875,12379.080078125,12380.1904296875,12279.26953125,14600,0.70%
468,2023-11-06,12251.2001953125,12337.1298828125,12339.4599609375,12210.8896484375,10800,-0.58%
469,2023-11-07,12264.1904296875,12253.8896484375,12277.98046875,12203.6396484375,10900,0.11%
470,2023-11-08,12135.009765625,12270.1298828125,12284.9599609375,12116.4404296875,11200,-1.05%
471,2023-11-09,12133.2802734375,12156.75,12234.5595703125,12124.5498046875,12600,-0.01%
472,2023-11-10,12240.8203125,12165.1298828125,12250.919921875,12134.8603515625,12000,0.89%
473,2023-11-13,12297.400390625,12230.5302734375,12313.7001953125,12225.76953125,9800,0.46%
474,2023-11-14,12460.400390625,12402.330078125,12477.9501953125,12347.8603515625,14800,1.33%
475,2023-11-15,12268.48046875,12456.1796875,12495.66015625,12258.330078125,12900,-1.54%
476,2023-11-16,12293.26953125,12287.8603515625,12359.83984375,12281.6298828125,12800,0.20%
477,2023-11-17,12323.919921875,12330.2900390625,12362.75,12308.240234375,12200,0.25%
478,2023-11-20,12363.0595703125,12313.4296875,12380.599609375,12270.400390625,10100,0.32%
479,2023-11-21,12439.76953125,12409.259765625,12481.25,12408.759765625,19600,0.62%
480,2023-11-22,12483.6396484375,12472.6201171875,12504.2998046875,12439.08984375,20100,0.35%
481,2023-11-24,12563.1396484375,12476.4404296875,12600.4404296875,12476.4404296875,5200,0.64%
482,2023-11-27,12581.330078125,12532.26953125,12607.1103515625,12498.919921875,10100,0.14%
483,2023-11-28,12387.3603515625,12575.1396484375,12576.830078125,12386.9296875,9500,-1.54%
484,2023-11-29,12349.900390625,12388.23046875,12419.7099609375,12330.6103515625,11200,-0.30%
485,2023-11-30,12526.2998046875,12356.58984375,12531.2802734375,12344.98046875,14600,1.43%
486,2023-12-01,12545.5498046875,12510.91015625,12615.5595703125,12507.009765625,10700,0.15%
487,2023-12-04,12624.5498046875,12519.2900390625,12646.2099609375,12519.2900390625,16600,0.63%
488,2023-12-05,12586.25,12606.73046875,12651.2099609375,12555.9599609375,12400,-0.30%
489,2023-12-06,12450.26953125,12633.3701171875,12657.6103515625,12428.6103515625,13400,-1.08%
490,2023-12-07,12428.91015625,12499.2900390625,12506.7802734375,12391.76953125,10300,-0.17%
491,2023-12-08,12494.3701171875,12446.98046875,12509.3701171875,12411.6201171875,8700,0.53%
492,2023-12-11,12623.1904296875,12502.98046875,12659.48046875,12502.98046875,9200,1.03%
493,2023-12-12,12728.6201171875,12642.7900390625,12732.5498046875,12623.169921875,8400,0.84%
494,2023-12-13,12790.240234375,12721.4501953125,12826.3701171875,12684.2001953125,12300,0.48%
495,2023-12-14,12585.4501953125,12810.150390625,12810.150390625,12546.2001953125,16700,-1.60%
496,2023-12-15,12425.7802734375,12558.509765625,12575.599609375,12366.669921875,33400,-1.27%
497,2023-12-18,12507.33984375,12499.16015625,12553.7998046875,12429.66015625,11500,0.66%
498,2023-12-19,12584.490234375,12517.5400390625,12625.0498046875,12515.3095703125,11600,0.62%
499,2023-12-20,12417.5400390625,12541.849609375,12628.4296875,12416.41015625,11200,-1.33%
500,2023-12-21,12524.83984375,12437.9296875,12525.7998046875,12403.6298828125,9500,0.86%
501,2023-12-22,12563.75,12571.990234375,12601.3896484375,12525.9501953125,8100,0.31%
502,2023-12-26,12574.580078125,12577.9501953125,12609.490234375,12551.58984375,7000,0.09%
503,2023-12-27,12578.5595703125,12546.76953125,12594.1796875,12537.2099609375,8400,0.03%
504,2023-12-28,12612.8603515625,12568.91015625,12638.9501953125,12568.91015625,7200,0.27%
505,2023-12-29,12602.51953125,12607.0302734375,12634.9296875,12563.83984375,9700,-0.08%
506,2024-01-02,12679.6904296875,12575.8896484375,12682.8095703125,12575.8896484375,9700,0.61%
507,2024-01-03,12660.5595703125,12678.490234375,12787.169921875,12651.330078125,11200,-0.15%
508,2024-01-04,12731.1298828125,12730.6396484375,12818.1201171875,12720.759765625,10500,0.56%
509,2024-01-05,12716.490234375,12719.41015625,12813.8603515625,12690.740234375,11000,-0.11%
510,2024-01-08,12773.6298828125,12747.26953125,12775.83984375,12656.1396484375,9300,0.45%
511,2024-01-09,12593.1904296875,12707.669921875,12707.669921875,12516.9296875,8300,-1.41%
512,2024-01-10,12719.400390625,12596.080078125,12719.830078125,12596.080078125,8900,1.00%
513,2024-01-11,12802.240234375,12726.23046875,12808.75,12647.3701171875,8500,0.65%
514,2024-01-12,12833.9501953125,12861.9599609375,12871.259765625,12776.900390625,7600,0.25%
515,2024-01-16,12759.259765625,12833.4697265625,12849.08984375,12744.41015625,9100,-0.58%
516,2024-01-17,12778.349609375,12696.01953125,12839.75,12695.990234375,10000,0.15%
517,2024-01-18,12854.599609375,12743.150390625,12873.0302734375,12743.150390625,11200,0.60%
518,2024-01-19,13036.759765625,12958.419921875,13068.400390625,12936.349609375,11200,1.42%
519,2024-01-22,13095.400390625,13081.16015625,13151.759765625,13056.5302734375,10400,0.45%
520,2024-01-23,13086.7197265625,13140.4697265625,13155.4599609375,13063.490234375,8600,-0.07%
521,2024-01-24,13131.6298828125,13174.08984375,13183.900390625,13112.2900390625,8000,0.34%
522,2024-01-25,13107.080078125,13185.349609375,13203.6103515625,12993.0,8800,-0.19%
523,2024-01-26,13136.8798828125,13147.8896484375,13163.1796875,13107.5,9100,0.23%
524,2024-01-29,13113.2802734375,13063.650390625,13117.0498046875,13040.240234375,8500,-0.18%
525,2024-01-30,13175.8095703125,13079.98046875,13189.5703125,13068.349609375,7100,0.48%
526,2024-01-31,13097.7001953125,13196.9296875,13278.8701171875,13084.16015625,13200,-0.59%
527,2024-02-01,13025.400390625,12996.91015625,13031.8095703125,12813.5595703125,0,-0.55%
528,2024-02-02,13122.080078125,13041.9501953125,13154.7001953125,13041.9501953125,0,0.74%
529,2024-02-05,13078.5498046875,13059.9697265625,13125.0302734375,13035.6298828125,0,-0.33%
530,2024-02-06,13294.1298828125,13150.0400390625,13306.26953125,13142.2998046875,0,1.65%
531,2024-02-07,13266.9599609375,13255.580078125,13285.4404296875,13184.009765625,0,-0.20%
532,2024-02-08,13211.91015625,13237.6201171875,13244.26953125,13072.7197265625,0,-0.41%
533,2024-02-09,13360.849609375,13195.0,13366.7802734375,13174.599609375,0,1.13%
534,2024-02-12,13462.1298828125,13417.3095703125,13510.6201171875,13393.259765625,0,0.76%
535,2024-02-13,13330.849609375,13403.5400390625,13513.8603515625,13256.919921875,0,-0.98%
536,2024-02-14,13512.25,13407.4697265625,13525.759765625,13404.7001953125,0,1.36%
537,2024-02-15,13801.8896484375,13617.4697265625,13809.5302734375,13601.0302734375,0,2.14%
538,2024-02-16,13671.8203125,13796.830078125,13810.2099609375,13662.349609375,0,-0.94%
539,2024-02-20,13602.83984375,13620.400390625,13687.4697265625,13582.5595703125,0,-0.50%
540,2024-02-21,13527.259765625,13631.830078125,13642.3798828125,13471.330078125,0,-0.56%
541,2024-02-22,13603.490234375,13489.830078125,13610.3203125,13458.0,0,0.56%
542,2024-02-23,13670.2802734375,13614.330078125,13701.41015625,13609.2802734375,0,0.49%
543,2024-02-26,13652.5302734375,13621.58984375,13702.73046875,13612.8701171875,0,-0.13%
544,2024-02-27,13858.5498046875,13643.400390625,13865.48046875,13610.16015625,0,1.51%
545,2024-02-28,14010.849609375,13845.990234375,14016.8095703125,13844.58984375,0,1.10%
546,2024-02-29,13951.5302734375,14074.849609375,14075.01953125,13852.7900390625,0,-0.42%
547,2024-03-01,13863.580078125,13915.080078125,13928.3603515625,13823.5302734375,0,-0.63%
548,2024-03-04,13895.099609375,13843.98046875,13936.6396484375,13831.5,0,0.23%
549,2024-03-05,13862.330078125,13887.919921875,13970.9599609375,13821.490234375,0,-0.24%
550,2024-03-06,14053.2197265625,13960.7197265625,14065.58984375,13904.8095703125,0,1.38%
551,2024-03-07,14032.509765625,14084.330078125,14111.2900390625,13997.8603515625,0,-0.15%
552,2024-03-08,14011.2001953125,14057.16015625,14090.66015625,14011.2001953125,0,-0.15%
553,2024-03-11,14030.0,13971.6201171875,14067.7197265625,13952.51953125,0,0.13%
554,2024-03-12,14122.1103515625,14001.3603515625,14137.01953125,13986.0595703125,0,0.66%
555,2024-03-13,14173.5,14162.5498046875,14209.5595703125,14132.4599609375,0,0.36%
556,2024-03-14,14142.0400390625,14184.830078125,14208.150390625,14074.8203125,0,-0.22%
557,2024-03-15,14259.169921875,14073.759765625,14270.6103515625,14073.759765625,0,0.83%
558,2024-03-18,14180.5400390625,14223.3798828125,14284.9599609375,14167.3798828125,0,-0.55%
559,2024-03-19,14197.48046875,14226.759765625,14251.66015625,14169.5595703125,0,0.12%
560,2024-03-20,14293.76953125,14171.98046875,14319.490234375,14171.98046875,0,0.68%
561,2024-03-21,14264.5302734375,14296.6904296875,14302.25,14211.7001953125,0,-0.20%
562,2024-03-22,14121.3603515625,14295.2001953125,14296.83984375,14117.6201171875,0,-1.00%
563,2024-03-25,14238.2197265625,14165.2197265625,14261.08984375,14161.5400390625,0,0.83%
564,2024-03-26,14235.169921875,14237.0400390625,14298.2001953125,14232.2099609375,0,-0.02%
565,2024-03-27,14441.58984375,14306.23046875,14448.490234375,14293.5703125,0,1.45%
566,2024-03-28,14491.1103515625,14478.3603515625,14508.7001953125,14446.900390625,0,0.34%
567,2024-04-01,14395.26953125,14501.8701171875,14505.8603515625,14376.08984375,0,-0.66%
568,2024-04-02,14243.5595703125,14384.6904296875,14411.4599609375,14224.669921875,0,-1.05%
569,2024-04-03,14283.900390625,14200.2197265625,14317.0703125,14200.2197265625,0,0.28%
570,2024-04-04,14133.099609375,14355.8095703125,14363.400390625,14110.6298828125,0,-1.06%
571,2024-04-05,14352.6396484375,14161.5302734375,14366.7099609375,14151.76953125,0,1.55%
572,2024-04-08,14308.6396484375,14357.259765625,14367.5302734375,14264.01953125,0,-0.31%
573,2024-04-09,14056.4404296875,14347.5400390625,14358.7998046875,14017.2099609375,0,-1.76%
574,2024-04-10,14007.3603515625,13972.759765625,14069.26953125,13945.6904296875,0,-0.35%
575,2024-04-11,13818.1904296875,13970.7001953125,13970.7001953125,13816.33984375,0,-1.35%
576,2024-04-12,13724.6796875,13773.490234375,13827.5498046875,13688.6103515625,0,-0.68%
577,2024-04-15,13616.58984375,13859.2900390625,13893.2900390625,13610.8203125,0,-0.79%
578,2024-04-16,13649.650390625,13625.2197265625,13697.7099609375,13569.419921875,0,0.24%
579,2024-04-17,13582.48046875,13659.73046875,13690.5595703125,13570.26953125,0,-0.49%
580,2024-04-18,13716.2001953125,13681.2998046875,13771.8203125,13681.1396484375,0,0.98%
581,2024-04-19,13918.3896484375,13762.259765625,13920.599609375,13742.919921875,0,1.47%
582,2024-04-22,14008.7998046875,14001.4697265625,14094.5,13933.1201171875,0,0.65%
583,2024-04-23,14045.490234375,14040.2197265625,14112.5,14033.650390625,0,0.26%
584,2024-04-24,14024.1298828125,13944.8701171875,14031.0400390625,13944.8701171875,0,-0.15%
585,2024-04-25,13835.830078125,13829.41015625,13859.75,13740.98046875,0,-1.34%
586,2024-04-26,13548.330078125,13756.080078125,13756.080078125,13509.26953125,0,-2.08%
587,2024-04-29,13641.4404296875,13560.2802734375,13669.990234375,13560.2802734375,0,0.69%
588,2024-04-30,13705.5400390625,13636.6904296875,13729.3701171875,13597.419921875,0,0.47%
589,2024-05-01,13902.16015625,13727.98046875,14026.759765625,13727.6298828125,0,1.43%
590,2024-05-02,13846.6904296875,13937.419921875,13957.0498046875,13761.6904296875,0,-0.40%
591,2024-05-03,13868.259765625,13881.419921875,13887.2099609375,13729.240234375,0,0.16%
592,2024-05-06,14104.150390625,13945.8603515625,14108.7802734375,13945.4404296875,0,1.70%
593,2024-05-07,14199.259765625,14157.1396484375,14238.4296875,14147.76953125,0,0.67%
