,date,spxhc,open,high,low,volume,spxhc_cr
268,2023-03-23,1465.449951171875,1468.050048828125,1482.47998046875,1456.739990234375,166221700,-0.18%
269,2023-03-24,1484.6500244140625,1465.449951171875,1486.3900146484375,1458.3199462890625,155273100,1.31%
270,2023-03-27,1490.7099609375,1484.6500244140625,1502.5799560546875,1484.6500244140625,140571900,0.41%
271,2023-03-28,1482.260009765625,1490.7099609375,1494.8399658203125,1478.510009765625,121920300,-0.57%
272,2023-03-29,1485.81005859375,1482.260009765625,1489.1099853515625,1479.8599853515625,142038900,0.24%
273,2023-03-30,1493.9599609375,1485.81005859375,1494.5699462890625,1484.6600341796875,124879700,0.55%
274,2023-03-31,1510.72998046875,1493.9599609375,1511.0,1493.9599609375,186008400,1.12%
275,2023-04-03,1527.0400390625,1510.72998046875,1528.5799560546875,1507.6099853515625,177659800,1.08%
276,2023-04-04,1527.4000244140625,1527.0400390625,1535.97998046875,1524.6300048828125,162192400,0.02%
277,2023-04-05,1553.8299560546875,1527.4000244140625,1556.219970703125,1527.4000244140625,196840300,1.73%
278,2023-04-06,1557.3299560546875,1553.8299560546875,1563.7099609375,1552.0799560546875,162440600,0.23%
279,2023-04-10,1556.75,1557.3299560546875,1557.3299560546875,1544.97998046875,132245600,-0.04%
280,2023-04-11,1561.3599853515625,1556.75,1566.8399658203125,1556.75,131076200,0.30%
281,2023-04-12,1561.5999755859375,1561.3599853515625,1573.0400390625,1559.1500244140625,144644400,0.02%
282,2023-04-13,1580.81005859375,1561.5999755859375,1582.5400390625,1561.5999755859375,151471100,1.23%
283,2023-04-14,1568.3800048828125,1580.81005859375,1580.81005859375,1562.550048828125,162524000,-0.79%
284,2023-04-17,1566.760009765625,1568.3800048828125,1570.22998046875,1558.9200439453125,160616300,-0.10%
285,2023-04-18,1556.5,1566.760009765625,1569.530029296875,1554.1600341796875,155548100,-0.65%
286,2023-04-19,1560.9200439453125,1556.5,1563.449951171875,1552.1700439453125,179633600,0.28%
287,2023-04-20,1554.1500244140625,1560.9200439453125,1560.9200439453125,1547.1700439453125,164398400,-0.43%
288,2023-04-21,1564.6800537109375,1554.1500244140625,1570.1099853515625,1554.1500244140625,191014300,0.68%
289,2023-04-24,1573.4100341796875,1564.6800537109375,1573.8599853515625,1562.81005859375,168998700,0.56%
290,2023-04-25,1556.8599853515625,1573.4100341796875,1575.8900146484375,1554.800048828125,190456100,-1.05%
291,2023-04-26,1534.9599609375,1556.8599853515625,1556.8599853515625,1525.4000244140625,196007000,-1.41%
292,2023-04-27,1542.800048828125,1534.9599609375,1544.6500244140625,1522.0799560546875,206380000,0.51%
293,2023-04-28,1555.3900146484375,1542.800048828125,1560.1400146484375,1539.1500244140625,192512200,0.82%
294,2023-05-01,1564.510009765625,1555.3900146484375,1570.0999755859375,1555.050048828125,157720200,0.59%
295,2023-05-02,1556.8800048828125,1564.510009765625,1571.050048828125,1546.239990234375,198624800,-0.49%
296,2023-05-03,1555.1500244140625,1556.8800048828125,1570.7099609375,1553.0400390625,198850100,-0.11%
297,2023-05-04,1542.5799560546875,1555.1500244140625,1555.1500244140625,1536.5799560546875,172335500,-0.81%
298,2023-05-05,1556.81005859375,1542.5799560546875,1561.81005859375,1542.5799560546875,161992700,0.92%
299,2023-05-08,1553.4100341796875,1556.81005859375,1556.81005859375,1546.6600341796875,183281700,-0.22%
300,2023-05-09,1542.6800537109375,1553.4100341796875,1554.4599609375,1542.3499755859375,164908300,-0.69%
301,2023-05-10,1546.8599853515625,1542.6800537109375,1550.8599853515625,1538.489990234375,166303800,0.27%
302,2023-05-11,1541.6700439453125,1546.8599853515625,1546.8599853515625,1532.239990234375,168791000,-0.34%
303,2023-05-12,1538.8199462890625,1541.6700439453125,1546.77001953125,1532.3699951171875,142252600,-0.18%
304,2023-05-15,1536.300048828125,1538.8199462890625,1540.510009765625,1529.989990234375,140611600,-0.16%
305,2023-05-16,1523.760009765625,1536.300048828125,1536.300048828125,1523.31005859375,142036800,-0.82%
306,2023-05-17,1525.239990234375,1523.760009765625,1526.6800537109375,1508.4300537109375,172356200,0.10%
307,2023-05-18,1521.530029296875,1525.239990234375,1525.239990234375,1509.800048828125,163274500,-0.24%
308,2023-05-19,1528.469970703125,1521.530029296875,1538.699951171875,1521.530029296875,188638000,0.46%
309,2023-05-22,1529.1300048828125,1528.469970703125,1539.0799560546875,1525.93994140625,215338500,0.04%
310,2023-05-23,1511.8699951171875,1529.1300048828125,1529.1300048828125,1509.25,228555100,-1.13%
311,2023-05-24,1501.9100341796875,1511.8699951171875,1511.8699951171875,1498.510009765625,181357700,-0.66%
312,2023-05-25,1486.300048828125,1501.9100341796875,1501.9100341796875,1476.449951171875,202456000,-1.04%
313,2023-05-26,1483.72998046875,1486.300048828125,1498.8599853515625,1480.760009765625,163723000,-0.17%
314,2023-05-30,1473.780029296875,1483.72998046875,1487.260009765625,1470.8800048828125,187180200,-0.67%
315,2023-05-31,1486.280029296875,1473.780029296875,1489.4300537109375,1466.489990234375,337125500,0.85%
316,2023-06-01,1496.25,1486.280029296875,1499.5899658203125,1477.4200439453125,178117400,0.67%
317,2023-06-02,1516.219970703125,1496.25,1518.5,1496.25,168708500,1.33%
318,2023-06-05,1522.0400390625,1516.219970703125,1527.949951171875,1516.219970703125,140218400,0.38%
319,2023-06-06,1508.6700439453125,1522.0400390625,1527.530029296875,1502.4200439453125,170995600,-0.88%
320,2023-06-07,1502.4100341796875,1508.6700439453125,1509.2099609375,1500.47998046875,183259800,-0.41%
321,2023-06-08,1512.1400146484375,1502.4100341796875,1514.0699462890625,1498.2900390625,163166500,0.65%
322,2023-06-09,1515.050048828125,1512.1400146484375,1522.260009765625,1506.3900146484375,139391900,0.19%
323,2023-06-12,1522.0,1515.050048828125,1522.5699462890625,1510.3399658203125,167351500,0.46%
324,2023-06-13,1530.050048828125,1522.0,1532.22998046875,1518.93994140625,177858200,0.53%
325,2023-06-14,1512.9100341796875,1530.050048828125,1530.050048828125,1507.719970703125,227372400,-1.12%
326,2023-06-15,1536.3599853515625,1512.9100341796875,1538.3399658203125,1512.9100341796875,189457500,1.55%
327,2023-06-16,1536.25,1536.3599853515625,1548.0699462890625,1534.72998046875,375518800,-0.01%
328,2023-06-20,1533.989990234375,1536.25,1541.25,1521.27001953125,189993000,-0.15%
329,2023-06-21,1534.93994140625,1533.989990234375,1539.8399658203125,1523.969970703125,166170400,0.06%
330,2023-06-22,1544.8800048828125,1534.93994140625,1547.1099853515625,1534.760009765625,143353000,0.65%
331,2023-06-23,1539.9200439453125,1544.8800048828125,1545.7099609375,1536.4100341796875,235750300,-0.32%
332,2023-06-26,1530.699951171875,1539.9200439453125,1539.9200439453125,1516.6700439453125,191060300,-0.60%
333,2023-06-27,1527.6400146484375,1530.699951171875,1532.7099609375,1517.050048828125,178084800,-0.20%
334,2023-06-28,1522.260009765625,1527.6400146484375,1527.6400146484375,1517.9200439453125,169836300,-0.35%
335,2023-06-29,1532.0899658203125,1522.260009765625,1533.27001953125,1516.93994140625,147839400,0.65%
336,2023-06-30,1548.6199951171875,1532.0899658203125,1551.5699462890625,1532.0899658203125,187042600,1.08%
337,2023-07-03,1535.949951171875,1548.6199951171875,1548.6199951171875,1528.9300537109375,94078900,-0.82%
338,2023-07-05,1535.1600341796875,1535.949951171875,1537.77001953125,1529.0400390625,189746200,-0.05%
339,2023-07-06,1521.8599853515625,1535.1600341796875,1535.1600341796875,1518.300048828125,166046400,-0.87%
340,2023-07-07,1504.1400146484375,1521.8599853515625,1521.8599853515625,1503.6099853515625,172529600,-1.16%
341,2023-07-10,1516.2900390625,1504.1400146484375,1517.8900146484375,1504.1400146484375,148823200,0.81%
342,2023-07-11,1516.3499755859375,1516.2900390625,1521.300048828125,1509.8699951171875,147250400,0.00%
343,2023-07-12,1512.1800537109375,1516.3499755859375,1521.1400146484375,1510.0999755859375,164957700,-0.27%
344,2023-07-13,1511.969970703125,1512.1800537109375,1519.0799560546875,1510.4100341796875,153365500,-0.01%
345,2023-07-14,1534.68994140625,1511.969970703125,1539.449951171875,1511.969970703125,163011700,1.50%
346,2023-07-17,1528.050048828125,1534.68994140625,1534.68994140625,1522.4599609375,143588200,-0.43%
347,2023-07-18,1538.75,1528.050048828125,1544.7099609375,1526.469970703125,162511900,0.70%
348,2023-07-19,1546.3599853515625,1538.75,1556.0999755859375,1538.75,182691900,0.49%
349,2023-07-20,1571.8499755859375,1546.3599853515625,1577.75,1546.3599853515625,202016800,1.65%
350,2023-07-21,1587.77001953125,1571.8499755859375,1592.3699951171875,1570.75,246462400,1.01%
351,2023-07-24,1584.0799560546875,1587.77001953125,1594.43994140625,1582.760009765625,180411000,-0.23%
352,2023-07-25,1583.0899658203125,1584.0799560546875,1589.760009765625,1573.3699951171875,173986600,-0.06%
353,2023-07-26,1581.8399658203125,1583.0899658203125,1587.239990234375,1571.510009765625,183237800,-0.08%
354,2023-07-27,1569.72998046875,1581.8399658203125,1589.219970703125,1569.489990234375,225932700,-0.77%
355,2023-07-28,1574.3499755859375,1569.72998046875,1577.219970703125,1565.739990234375,194594000,0.29%
356,2023-07-31,1561.8499755859375,1574.3499755859375,1574.3499755859375,1556.6099853515625,239632100,-0.79%
357,2023-08-01,1553.8499755859375,1561.8499755859375,1564.4000244140625,1550.239990234375,204443300,-0.51%
358,2023-08-02,1554.75,1553.8499755859375,1564.93994140625,1551.2900390625,222669600,0.06%
359,2023-08-03,1547.02001953125,1554.75,1554.75,1544.43994140625,182508900,-0.50%
360,2023-08-04,1541.3900146484375,1547.02001953125,1557.4100341796875,1538.4100341796875,196201200,-0.36%
361,2023-08-07,1559.6300048828125,1541.3900146484375,1561.18994140625,1541.3900146484375,200502300,1.18%
362,2023-08-08,1571.8499755859375,1559.6300048828125,1573.56005859375,1559.6300048828125,239052400,0.78%
363,2023-08-09,1571.0,1571.8499755859375,1579.8299560546875,1569.56005859375,193851900,-0.05%
364,2023-08-10,1570.3199462890625,1571.0,1589.969970703125,1568.93994140625,203240300,-0.04%
365,2023-08-11,1579.260009765625,1570.3199462890625,1581.7900390625,1566.8499755859375,182766200,0.57%
366,2023-08-14,1584.4599609375,1579.260009765625,1589.489990234375,1578.5799560546875,209545600,0.33%
367,2023-08-15,1578.77001953125,1584.4599609375,1584.93994140625,1577.1199951171875,226687200,-0.36%
368,2023-08-16,1566.510009765625,1578.77001953125,1581.1400146484375,1566.449951171875,231075600,-0.78%
369,2023-08-17,1554.530029296875,1566.510009765625,1566.510009765625,1553.2099609375,291767600,-0.76%
370,2023-08-18,1554.3900146484375,1554.530029296875,1558.260009765625,1550.050048828125,223333800,-0.01%
371,2023-08-21,1555.8599853515625,1554.3900146484375,1557.8800048828125,1549.0400390625,306061300,0.09%
372,2023-08-22,1550.1300048828125,1555.8599853515625,1557.31005859375,1549.97998046875,202329900,-0.37%
373,2023-08-23,1554.699951171875,1550.1300048828125,1563.1099853515625,1550.1300048828125,264291700,0.29%
374,2023-08-24,1542.8199462890625,1554.699951171875,1564.22998046875,1542.260009765625,207123000,-0.76%
375,2023-08-25,1552.1400146484375,1542.8199462890625,1557.2099609375,1540.4300537109375,140179800,0.60%
376,2023-08-28,1555.760009765625,1552.1400146484375,1562.0699462890625,1549.8499755859375,150708200,0.23%
377,2023-08-29,1568.6700439453125,1555.760009765625,1569.1600341796875,1555.6800537109375,160338400,0.83%
378,2023-08-30,1568.2099609375,1568.6700439453125,1577.989990234375,1566.969970703125,140995100,-0.03%
379,2023-08-31,1549.31005859375,1568.2099609375,1568.9300537109375,1549.260009765625,196342400,-1.21%
380,2023-09-01,1552.949951171875,1549.31005859375,1561.6199951171875,1549.31005859375,131798100,0.23%
381,2023-09-05,1538.280029296875,1552.949951171875,1554.239990234375,1538.1500244140625,171225300,-0.94%
382,2023-09-06,1528.9300537109375,1538.280029296875,1538.280029296875,1522.1199951171875,204995000,-0.61%
383,2023-09-07,1536.1800537109375,1528.9300537109375,1542.4599609375,1528.9300537109375,190180500,0.47%
384,2023-09-08,1535.489990234375,1536.1800537109375,1539.800048828125,1531.8800048828125,151837500,-0.04%
385,2023-09-11,1545.93994140625,1535.489990234375,1548.8199462890625,1534.550048828125,173970600,0.68%
386,2023-09-12,1543.3499755859375,1545.93994140625,1547.8800048828125,1533.06005859375,156656200,-0.17%
387,2023-09-13,1543.719970703125,1543.3499755859375,1550.300048828125,1540.6099853515625,183668500,0.02%
388,2023-09-14,1547.6199951171875,1543.719970703125,1552.6600341796875,1543.43994140625,179724300,0.25%
389,2023-09-15,1536.18994140625,1547.6199951171875,1551.449951171875,1534.949951171875,337490700,-0.74%
390,2023-09-18,1533.4300537109375,1536.18994140625,1538.8900146484375,1527.949951171875,171315000,-0.18%
391,2023-09-19,1534.8900146484375,1533.4300537109375,1537.8900146484375,1525.010009765625,165354100,0.10%
392,2023-09-20,1535.1700439453125,1534.8900146484375,1545.7900390625,1534.8900146484375,164860600,0.02%
393,2023-09-21,1521.02001953125,1535.1700439453125,1535.1700439453125,1520.72998046875,175806500,-0.92%
394,2023-09-22,1518.0899658203125,1521.02001953125,1527.0699462890625,1516.510009765625,163628300,-0.19%
395,2023-09-25,1526.27001953125,1518.0899658203125,1526.6099853515625,1512.1099853515625,139090900,0.54%
396,2023-09-26,1513.0999755859375,1526.27001953125,1526.27001953125,1512.6199951171875,163250900,-0.86%
397,2023-09-27,1505.6099853515625,1513.0999755859375,1517.280029296875,1494.5400390625,187332200,-0.50%
398,2023-09-28,1512.800048828125,1505.6099853515625,1517.030029296875,1505.6099853515625,170112200,0.48%
399,2023-09-29,1501.219970703125,1512.800048828125,1515.6500244140625,1499.4599609375,194810300,-0.77%
400,2023-10-02,1499.5999755859375,1501.219970703125,1501.219970703125,1481.8699951171875,221423800,-0.11%
401,2023-10-03,1485.9599609375,1499.5999755859375,1499.5999755859375,1479.800048828125,186743900,-0.91%
402,2023-10-04,1492.699951171875,1485.9599609375,1494.199951171875,1480.3800048828125,177431100,0.45%
403,2023-10-05,1500.0799560546875,1492.699951171875,1502.719970703125,1486.8199462890625,163441800,0.49%
404,2023-10-06,1515.280029296875,1500.0799560546875,1520.469970703125,1495.7099609375,170057300,1.01%
405,2023-10-09,1520.699951171875,1515.280029296875,1522.27001953125,1505.5,135891300,0.36%
406,2023-10-10,1528.199951171875,1520.699951171875,1535.1400146484375,1515.699951171875,163202800,0.49%
407,2023-10-11,1521.699951171875,1528.199951171875,1532.1600341796875,1514.8199462890625,211611600,-0.43%
408,2023-10-12,1507.530029296875,1521.699951171875,1524.449951171875,1506.1099853515625,220259900,-0.93%
409,2023-10-13,1516.760009765625,1507.530029296875,1525.3199462890625,1507.530029296875,195344600,0.61%
410,2023-10-16,1528.1600341796875,1516.760009765625,1536.9000244140625,1516.760009765625,230989800,0.75%
411,2023-10-17,1526.1700439453125,1528.1600341796875,1534.4000244140625,1519.9100341796875,282093000,-0.13%
412,2023-10-18,1512.5,1526.1700439453125,1532.3900146484375,1510.3900146484375,205845700,-0.90%
413,2023-10-19,1497.93994140625,1512.5,1512.5,1488.3800048828125,193609900,-0.96%
414,2023-10-20,1492.010009765625,1497.93994140625,1502.5400390625,1491.699951171875,216658100,-0.40%
415,2023-10-23,1482.6099853515625,1492.010009765625,1495.2099609375,1481.219970703125,180921200,-0.63%
416,2023-10-24,1486.8900146484375,1482.6099853515625,1491.3499755859375,1478.72998046875,195934400,0.29%
417,2023-10-25,1473.550048828125,1486.8900146484375,1486.8900146484375,1462.469970703125,205025300,-0.90%
418,2023-10-26,1459.1600341796875,1473.5999755859375,1473.5999755859375,1458.3900146484375,228130300,-0.98%
419,2023-10-27,1434.27001953125,1455.81005859375,1456.469970703125,1428.18994140625,228712000,-1.71%
420,2023-10-30,1442.1099853515625,1439.8900146484375,1446.0400390625,1431.6300048828125,239598900,0.55%
421,2023-10-31,1451.1600341796875,1446.0899658203125,1452.3399658203125,1439.280029296875,254898500,0.63%
422,2023-11-01,1453.8599853515625,1449.449951171875,1460.469970703125,1446.0999755859375,211989400,0.19%
423,2023-11-02,1476.6300048828125,1453.1199951171875,1477.9200439453125,1453.1199951171875,226537400,1.57%
424,2023-11-03,1484.18994140625,1485.0999755859375,1493.0999755859375,1482.0899658203125,208929600,0.51%
425,2023-11-06,1494.010009765625,1487.510009765625,1496.3299560546875,1484.6500244140625,190048300,0.66%
426,2023-11-07,1494.699951171875,1494.06005859375,1498.5999755859375,1489.5799560546875,185388200,0.05%
427,2023-11-08,1492.5999755859375,1499.81005859375,1500.6500244140625,1484.0799560546875,202214300,-0.14%
428,2023-11-09,1461.25,1492.6199951171875,1492.6199951171875,1460.0799560546875,210132300,-2.10%
429,2023-11-10,1469.989990234375,1465.550048828125,1472.0,1450.5899658203125,207281500,0.60%
430,2023-11-13,1478.300048828125,1472.010009765625,1481.3399658203125,1463.0999755859375,202287000,0.57%
431,2023-11-14,1488.6199951171875,1484.800048828125,1497.8800048828125,1483.4000244140625,208962500,0.70%
432,2023-11-15,1489.5899658203125,1488.9599609375,1495.3399658203125,1485.8800048828125,228783400,0.07%
433,2023-11-16,1495.2900390625,1491.9100341796875,1497.2900390625,1488.1099853515625,207127300,0.38%
434,2023-11-17,1492.43994140625,1499.8800048828125,1500.7900390625,1488.0899658203125,192220700,-0.19%
435,2023-11-20,1500.2099609375,1487.3800048828125,1503.969970703125,1485.739990234375,199638500,0.52%
436,2023-11-21,1509.3399658203125,1503.800048828125,1512.75,1503.6500244140625,185445400,0.61%
437,2023-11-22,1517.489990234375,1515.77001953125,1520.469970703125,1512.8399658203125,140345500,0.54%
438,2023-11-24,1525.239990234375,1521.4599609375,1525.530029296875,1520.1199951171875,71372200,0.51%
439,2023-11-27,1515.550048828125,1523.3900146484375,1526.469970703125,1513.1500244140625,168891700,-0.64%
440,2023-11-28,1507.9200439453125,1513.9300537109375,1516.239990234375,1506.75,166458100,-0.50%
441,2023-11-29,1508.2099609375,1506.1600341796875,1516.1500244140625,1505.199951171875,189582900,0.02%
442,2023-11-30,1527.0999755859375,1509.5999755859375,1527.800048828125,1504.2900390625,322663800,1.25%
443,2023-12-01,1532.5699462890625,1524.6099853515625,1534.0400390625,1523.8299560546875,257123900,0.36%
444,2023-12-04,1535.760009765625,1528.760009765625,1538.469970703125,1528.3800048828125,213929400,0.21%
445,2023-12-05,1533.1800537109375,1532.1500244140625,1535.760009765625,1524.0899658203125,190100800,-0.17%
446,2023-12-06,1534.1199951171875,1535.6800537109375,1539.5999755859375,1532.3800048828125,181640200,0.06%
447,2023-12-07,1532.9200439453125,1536.77001953125,1537.3199462890625,1525.739990234375,189437600,-0.08%
448,2023-12-08,1535.6800537109375,1533.9200439453125,1538.699951171875,1526.1800537109375,173935400,0.18%
449,2023-12-11,1545.0999755859375,1541.0,1547.8199462890625,1536.1500244140625,207264000,0.61%
450,2023-12-12,1552.2900390625,1548.0799560546875,1554.1099853515625,1540.300048828125,206067000,0.47%
451,2023-12-13,1580.6199951171875,1548.52001953125,1581.010009765625,1543.93994140625,348833100,1.83%
452,2023-12-14,1571.9599609375,1583.1099853515625,1586.260009765625,1566.02001953125,358733600,-0.55%
453,2023-12-15,1558.5899658203125,1564.8900146484375,1565.5,1552.9200439453125,537535700,-0.85%
454,2023-12-18,1561.530029296875,1562.699951171875,1565.989990234375,1557.4000244140625,222280700,0.19%
455,2023-12-19,1571.97998046875,1562.7900390625,1572.1300048828125,1560.4000244140625,234931800,0.67%
456,2023-12-20,1549.010009765625,1570.93994140625,1571.1500244140625,1548.8299560546875,221382400,-1.46%
457,2023-12-21,1567.6300048828125,1556.3199462890625,1568.5999755859375,1555.6500244140625,192091900,1.20%
458,2023-12-22,1575.27001953125,1571.3800048828125,1580.0,1569.2900390625,155134800,0.49%
459,2023-12-26,1578.68994140625,1573.52001953125,1582.8299560546875,1572.3499755859375,114747800,0.22%
460,2023-12-27,1586.030029296875,1577.81005859375,1586.3499755859375,1577.050048828125,138760000,0.46%
461,2023-12-28,1589.8599853515625,1587.010009765625,1594.6600341796875,1587.010009765625,124328100,0.24%
462,2023-12-29,1590.3599853515625,1589.449951171875,1593.699951171875,1584.7900390625,136058400,0.03%
463,2024-01-02,1618.4000244140625,1587.9200439453125,1621.510009765625,1586.81005859375,240662300,1.76%
464,2024-01-03,1616.2099609375,1621.8399658203125,1625.5899658203125,1614.6400146484375,208141000,-0.14%
465,2024-01-04,1623.719970703125,1616.719970703125,1632.9300537109375,1616.719970703125,228842300,0.46%
466,2024-01-05,1623.3199462890625,1620.3800048828125,1629.4000244140625,1615.93994140625,202498100,-0.02%
467,2024-01-08,1636.9599609375,1623.8599853515625,1637.31005859375,1616.550048828125,209041500,0.84%
468,2024-01-09,1637.6300048828125,1635.5899658203125,1651.1700439453125,1632.43994140625,215474400,0.04%
469,2024-01-10,1644.43994140625,1638.5999755859375,1646.1600341796875,1631.739990234375,212350300,0.42%
470,2024-01-11,1642.5799560546875,1643.760009765625,1644.56005859375,1632.9300537109375,214341400,-0.11%
471,2024-01-12,1637.75,1638.9000244140625,1645.050048828125,1632.56005859375,173963900,-0.29%
472,2024-01-16,1628.68994140625,1634.8800048828125,1636.06005859375,1625.77001953125,196662500,-0.55%
473,2024-01-17,1624.75,1626.3900146484375,1633.0999755859375,1620.469970703125,179132700,-0.24%
474,2024-01-18,1624.93994140625,1615.3699951171875,1626.1400146484375,1603.489990234375,225453700,0.01%
475,2024-01-19,1625.989990234375,1625.300048828125,1629.239990234375,1616.8599853515625,212394800,0.06%
476,2024-01-22,1632.1700439453125,1626.7099609375,1636.7099609375,1623.050048828125,208504700,0.38%
477,2024-01-23,1631.300048828125,1630.4200439453125,1632.1199951171875,1619.699951171875,167290000,-0.05%
478,2024-01-24,1616.47998046875,1634.719970703125,1639.3699951171875,1616.010009765625,205230300,-0.91%
479,2024-01-25,1612.81005859375,1608.6800537109375,1613.1300048828125,1598.1800537109375,238502900,-0.23%
480,2024-01-26,1622.260009765625,1620.9100341796875,1625.3699951171875,1618.1800537109375,200141800,0.59%
481,2024-01-29,1633.3599853515625,1622.7099609375,1633.8299560546875,1622.1700439453125,214592000,0.68%
482,2024-01-30,1637.4000244140625,1634.4000244140625,1639.8299560546875,1628.780029296875,227798800,0.25%
483,2024-01-31,1635.5799560546875,1644.25,1650.47998046875,1635.199951171875,297362300,-0.11%
484,2024-02-01,1656.300048828125,1637.9100341796875,1656.449951171875,1630.02001953125,234599800,1.27%
485,2024-02-02,1654.3399658203125,1654.9200439453125,1661.5799560546875,1646.199951171875,246177600,-0.12%
486,2024-02-05,1659.4599609375,1653.6400146484375,1669.9100341796875,1653.239990234375,250250100,0.31%
487,2024-02-06,1677.469970703125,1672.260009765625,1678.489990234375,1664.260009765625,268512500,1.09%
488,2024-02-07,1681.8199462890625,1680.93994140625,1689.56005859375,1678.8900146484375,227851800,0.26%
489,2024-02-08,1678.9200439453125,1679.699951171875,1680.25,1671.31005859375,210514200,-0.17%
490,2024-02-09,1678.0,1677.6700439453125,1680.9000244140625,1672.43994140625,198299800,-0.05%
491,2024-02-12,1679.6400146484375,1676.18994140625,1680.1700439453125,1667.6500244140625,181208500,0.10%
492,2024-02-13,1665.050048828125,1673.3299560546875,1682.0699462890625,1656.0799560546875,208896600,-0.87%
493,2024-02-14,1678.5,1667.27001953125,1678.949951171875,1666.6400146484375,176368000,0.81%
494,2024-02-15,1690.300048828125,1680.5,1693.739990234375,1677.3900146484375,201269700,0.70%
495,2024-02-16,1695.1199951171875,1688.989990234375,1706.27001953125,1686.2900390625,218530200,0.29%
496,2024-02-20,1688.3299560546875,1695.47998046875,1701.3199462890625,1684.989990234375,209339400,-0.40%
497,2024-02-21,1692.77001953125,1683.8599853515625,1693.280029296875,1678.780029296875,183362100,0.26%
498,2024-02-22,1713.1800537109375,1694.06005859375,1715.949951171875,1692.010009765625,195738200,1.21%
499,2024-02-23,1720.800048828125,1716.9599609375,1725.6700439453125,1715.3199462890625,170116800,0.44%
500,2024-02-26,1712.1099853515625,1719.68994140625,1723.6099853515625,1710.6600341796875,186442900,-0.51%
501,2024-02-27,1707.43994140625,1706.9000244140625,1712.760009765625,1699.739990234375,175003000,-0.27%
502,2024-02-28,1698.75,1706.6300048828125,1706.6300048828125,1691.4599609375,188154900,-0.51%
