parameter,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6,iter_7,iter_8,iter_9,iter_10,iter_11,iter_12,iter_13,iter_14,iter_15,iter_16,iter_17,iter_18,iter_19,iter_20,iter_21,iter_22,iter_23,iter_24,iter_25,iter_26,iter_27,iter_28,iter_29,iter_30,iter_31,iter_32,iter_33,iter_34,iter_35,iter_36,iter_37,iter_38,iter_39,iter_40,iter_41,iter_42,iter_43
subsample,"(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')","(0.005, 1.0, 'uniform')"
subsample_for_bin,405227,1000000,472747,159574,50000,553663,180226,1000000,502317,958421,1000000,938576,692822,66544,66544,66544,692822,378900,1000000,1000000,826140,826140,879021,879021,879021,879021,879021,115958,115958,739709,739709,739709,115958,739709,739709,739709,115958,115958,991718,739709,739709,739709,739709
subsample_for_bin,"(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)","(50000, 1000000)"
subsample_freq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
verbose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
best_score,0.8828571428571429,0.8766666666666666,0.6858974358974359,0.7012820512820512,0.7127450980392157,0.6976621417797888,0.6974358974358974,0.7409351851851851,0.7295867868163883,0.875,0.9714285714285715,0.9,0.7513725490196078,0.8366666666666667,0.8366666666666667,0.8366666666666667,0.7513725490196078,0.7596078431372548,0.8052884615384616,0.8611111111111112,0.8187500000000001,0.8169642857142857,0.8160714285714286,0.8105769230769231,0.8105769230769231,0.8105769230769231,0.8105769230769231,0.7329118993135011,0.7398920652790621,0.7227395411605938,0.7106796166796168,0.7106796166796168,0.720486878962111,0.7108058608058608,0.7060761112525819,0.7172673992673992,0.720486878962111,0.720486878962111,0.7613431013431013,0.6905964405964407,0.7068302068302069,0.6917920227920227,0.708361204013378
best_index,31.0,35.0,27.0,38.0,46.0,29.0,39.0,47.0,7.0,28.0,40.0,36.0,1.0,14.0,14.0,14.0,1.0,13.0,10.0,28.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,9.0,9.0,3.0,3.0,3.0,9.0,3.0,3.0,3.0,9.0,9.0,16.0,3.0,3.0,3.0,3.0
acc_train,0.6007751937984496,0.5852713178294574,0.9961240310077519,1.0,0.751937984496124,1.0,1.0,0.7558139534883721,0.7403100775193798,0.5813953488372093,0.5465116279069767,0.5232558139534884,0.7015503875968992,0.6317829457364341,0.6317829457364341,0.6317829457364341,0.7015503875968992,0.7713178294573644,0.6085271317829457,0.5968992248062015,0.624031007751938,0.6317829457364341,0.6356589147286822,0.6395348837209303,0.6472868217054264,0.6511627906976745,0.6472868217054264,0.6705426356589147,0.6705426356589147,0.7596899224806202,0.7558139534883721,0.7635658914728682,0.6705426356589147,0.7441860465116279,0.7558139534883721,0.7286821705426356,0.6705426356589147,0.6705426356589147,0.7015503875968992,0.7635658914728682,0.7286821705426356,0.7713178294573644,0.7635658914728682
acc_val,0.5789473684210527,0.5789473684210527,0.5263157894736842,0.631578947368421,0.5789473684210527,0.5263157894736842,0.5789473684210527,0.5263157894736842,0.5263157894736842,0.5789473684210527,0.5789473684210527,0.631578947368421,0.3684210526315789,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.3684210526315789,0.5263157894736842,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.3684210526315789,0.3684210526315789,0.5789473684210527,0.631578947368421,0.5789473684210527,0.47368421052631576,0.5263157894736842,0.5789473684210527,0.42105263157894735,0.47368421052631576,0.47368421052631576,0.5263157894736842,0.5789473684210527,0.3684210526315789,0.5789473684210527,0.5263157894736842
acc_test,0.47058823529411764,0.47058823529411764,0.7058823529411765,0.5294117647058824,0.6470588235294118,0.6470588235294118,0.5882352941176471,0.6176470588235294,0.6176470588235294,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.5588235294117647,0.5,0.5,0.5,0.5588235294117647,0.5,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.5,0.5,0.5294117647058824,0.5,0.5,0.5588235294117647,0.5588235294117647,0.6176470588235294,0.6176470588235294,0.6470588235294118,0.6470588235294118,0.6176470588235294,0.5882352941176471,0.6176470588235294,0.6470588235294118,0.6470588235294118,0.47058823529411764,0.6764705882352942,0.6470588235294118,0.6470588235294118,0.6764705882352942
train_precision,0.9230769230769231,0.9142857142857143,0.9927007299270073,1.0,0.7432432432432432,1.0,1.0,0.718562874251497,0.6864864864864865,1.0,0.9523809523809523,1.0,0.8172043010752689,0.9361702127659575,0.9361702127659575,0.9361702127659575,0.8172043010752689,0.9529411764705882,0.8888888888888888,0.9705882352941176,0.8979591836734694,0.9019607843137255,0.92,0.9215686274509803,0.9245283018867925,0.9423076923076923,0.9411764705882353,0.8,0.8,0.7890625,0.7786259541984732,0.7777777777777778,0.7575757575757576,0.7734375,0.7552447552447552,0.775,0.7575757575757576,0.7575757575757576,0.9154929577464789,0.7697841726618705,0.7704918032786885,0.781021897810219,0.7697841726618705
train_tn,119.0,119.0,121.0,122.0,84.0,122.0,122.0,75.0,64.0,122.0,121.0,122.0,105.0,119.0,119.0,119.0,105.0,118.0,117.0,121.0,117.0,117.0,118.0,118.0,118.0,119.0,119.0,105.0,105.0,95.0,93.0,92.0,98.0,93.0,87.0,95.0,98.0,98.0,116.0,90.0,94.0,92.0,90.0
train_fp,3.0,3.0,1.0,0.0,38.0,0.0,0.0,47.0,58.0,0.0,1.0,0.0,17.0,3.0,3.0,3.0,17.0,4.0,5.0,1.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,17.0,17.0,27.0,29.0,30.0,24.0,29.0,35.0,27.0,24.0,24.0,6.0,32.0,28.0,30.0,32.0
train_fn,100.0,104.0,0.0,0.0,26.0,0.0,0.0,16.0,9.0,108.0,116.0,123.0,60.0,92.0,92.0,92.0,60.0,55.0,96.0,103.0,92.0,90.0,90.0,89.0,87.0,87.0,88.0,68.0,68.0,35.0,34.0,31.0,61.0,37.0,28.0,43.0,61.0,61.0,71.0,29.0,42.0,29.0,29.0
train_tp,36.0,32.0,136.0,136.0,110.0,136.0,136.0,120.0,127.0,28.0,20.0,13.0,76.0,44.0,44.0,44.0,76.0,81.0,40.0,33.0,44.0,46.0,46.0,47.0,49.0,49.0,48.0,68.0,68.0,101.0,102.0,105.0,75.0,99.0,108.0,93.0,75.0,75.0,65.0,107.0,94.0,107.0,107.0
val_precision,0.0,0.0,0.42857142857142855,0.5,0.46153846153846156,0.4166666666666667,0.46153846153846156,0.42857142857142855,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.5,0.46153846153846156,0.2857142857142857,0.4,0.45454545454545453,0.25,0.2857142857142857,0.2857142857142857,0.0,0.45454545454545453,0.14285714285714285,0.45454545454545453,0.4166666666666667
val_tn,11.0,11.0,4.0,6.0,5.0,5.0,5.0,4.0,3.0,11.0,11.0,12.0,7.0,11.0,11.0,11.0,7.0,9.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,7.0,5.0,6.0,5.0,7.0,6.0,6.0,6.0,7.0,7.0,10.0,6.0,6.0,6.0,5.0
val_fp,1.0,1.0,8.0,6.0,7.0,7.0,7.0,8.0,9.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,7.0,6.0,7.0,5.0,6.0,6.0,6.0,5.0,5.0,2.0,6.0,6.0,6.0,7.0
val_fn,7.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,5.0,3.0,2.0,5.0,5.0,5.0,7.0,2.0,6.0,2.0,2.0
val_tp,0.0,0.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,2.0,4.0,5.0,2.0,2.0,2.0,0.0,5.0,1.0,5.0,5.0
test_precision,0.0,0.0,0.7,0.5833333333333334,0.6875,0.6875,0.6428571428571429,0.631578947368421,0.6,0.0,0.0,0.0,0.7142857142857143,1.0,1.0,1.0,0.7142857142857143,0.5714285714285714,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.6666666666666666,0.6923076923076923,0.7142857142857143,0.75,0.6923076923076923,0.6428571428571429,0.6923076923076923,0.75,0.75,0.5,0.7333333333333333,0.7142857142857143,0.6875,0.7333333333333333
recall,0.0,0.0,0.7777777777777778,0.3888888888888889,0.6111111111111112,0.6111111111111112,0.5,0.6666666666666666,0.8333333333333334,0.0,0.0,0.0,0.2777777777777778,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.2777777777777778,0.2222222222222222,0.0,0.0,0.0,0.0,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.2777777777777778,0.2777777777777778,0.5555555555555556,0.5,0.5555555555555556,0.5,0.5,0.5,0.5,0.5,0.5,0.1111111111111111,0.6111111111111112,0.5555555555555556,0.6111111111111112,0.6111111111111112
f1score,0.0,0.0,0.7368421052631577,0.4666666666666666,0.6470588235294118,0.6470588235294118,0.5625000000000001,0.6486486486486486,0.6976744186046512,0.0,0.0,0.0,0.4,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.4,0.32,0.0,0.0,0.0,0.0,0.1904761904761905,0.10526315789473684,0.19999999999999998,0.10526315789473684,0.10526315789473684,0.4,0.4,0.606060606060606,0.5806451612903226,0.6250000000000001,0.6,0.5806451612903226,0.5625000000000001,0.5806451612903226,0.6,0.6,0.1818181818181818,0.6666666666666666,0.6250000000000001,0.6470588235294118,0.6666666666666666
roc,0.5,0.5,0.701388888888889,0.5381944444444444,0.6493055555555556,0.6493055555555556,0.59375,0.6145833333333333,0.6041666666666667,0.5,0.5,0.5,0.5763888888888888,0.5277777777777778,0.5277777777777778,0.5277777777777778,0.5763888888888888,0.5173611111111112,0.5,0.5,0.5,0.5,0.5243055555555556,0.5277777777777778,0.5555555555555556,0.5277777777777778,0.5277777777777778,0.5763888888888888,0.5763888888888888,0.6215277777777778,0.625,0.6527777777777778,0.65625,0.625,0.59375,0.625,0.65625,0.65625,0.4930555555555556,0.6805555555555556,0.6527777777777778,0.6493055555555556,0.6805555555555556
test_tn,16.0,16.0,10.0,11.0,11.0,11.0,11.0,9.0,6.0,16.0,16.0,16.0,14.0,16.0,16.0,16.0,14.0,13.0,16.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,14.0,14.0,11.0,12.0,12.0,13.0,12.0,11.0,12.0,13.0,13.0,14.0,12.0,12.0,11.0,12.0
test_fp,0.0,0.0,6.0,5.0,5.0,5.0,5.0,7.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0
test_fn,18.0,18.0,4.0,11.0,7.0,7.0,9.0,6.0,3.0,18.0,18.0,18.0,13.0,17.0,17.0,17.0,13.0,14.0,18.0,18.0,18.0,18.0,16.0,17.0,16.0,17.0,17.0,13.0,13.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,16.0,7.0,8.0,7.0,7.0
test_tp,0.0,0.0,14.0,7.0,11.0,11.0,9.0,12.0,15.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,5.0,5.0,10.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,11.0,10.0,11.0,11.0
